start_day_inclusive,end_day_inclusive,sign_up_method,total_starts,total_completions,completion_rate_pct,avg_minutes_to_complete
2024-02-14,2024-03-12,google,1895,1397,73.72,1.11
2024-02-15,2024-03-13,email,1473,1154,78.34,1.77
2024-02-15,2024-03-13,google,1903,1405,73.83,1.11
2024-02-16,2024-03-14,email,1463,1135,77.58,1.79
2024-02-16,2024-03-14,google,1845,1362,73.82,1.32
2024-02-17,2024-03-15,email,1434,1115,77.75,1.82
2024-02-17,2024-03-15,google,1804,1329,73.67,1.35
2024-02-18,2024-03-16,email,1431,1108,77.43,1.83
2024-02-18,2024-03-16,google,1784,1318,73.88,1.4
2024-02-19,2024-03-17,email,1441,1114,77.31,2.3
2024-02-19,2024-03-17,google,1772,1316,74.27,1.4
2024-02-20,2024-03-18,email,1467,1139,77.64,2.26
2024-02-20,2024-03-18,google,1779,1313,73.81,0.85
2024-02-21,2024-03-19,email,1473,1145,77.73,2.25
2024-02-21,2024-03-19,google,1780,1314,73.82,0.85
2024-02-22,2024-03-20,email,1454,1132,77.85,0.87
2024-02-22,2024-03-20,google,1755,1287,73.33,0.88
2024-02-23,2024-03-21,email,1455,1135,78.01,0.87
2024-02-23,2024-03-21,google,1742,1287,73.88,0.73
2024-02-24,2024-03-22,email,1461,1141,78.1,0.86
2024-02-24,2024-03-22,google,1756,1296,73.8,0.73
2024-02-25,2024-03-23,email,1493,1163,77.9,0.89
2024-02-25,2024-03-23,google,1818,1330,73.16,0.72
2024-02-26,2024-03-24,email,1550,1208,77.94,0.86
2024-02-26,2024-03-24,google,1883,1382,73.39,0.72
2024-02-27,2024-03-25,email,1545,1204,77.93,0.89
2024-02-27,2024-03-25,google,1898,1387,73.08,0.71
2024-02-28,2024-03-26,email,1555,1214,78.07,0.91
2024-02-28,2024-03-26,google,1922,1407,73.2,0.7
2024-02-29,2024-03-27,email,1553,1205,77.59,0.99
2024-02-29,2024-03-27,google,1929,1397,72.42,0.69
2024-03-01,2024-03-28,email,1558,1209,77.6,0.99
2024-03-01,2024-03-28,google,1923,1392,72.39,0.7
2024-03-02,2024-03-29,email,1578,1227,77.76,0.98
2024-03-02,2024-03-29,google,1929,1393,72.21,0.72
2024-03-03,2024-03-30,email,1588,1230,77.46,2.57
2024-03-03,2024-03-30,google,1915,1378,71.96,0.71
2024-03-04,2024-03-31,email,1584,1227,77.46,2.61
2024-03-04,2024-03-31,google,1907,1371,71.89,0.71
2024-03-05,2024-04-01,email,1563,1219,77.99,2.64
2024-03-05,2024-04-01,google,1902,1371,72.08,0.71
2024-03-06,2024-04-02,email,1562,1217,77.91,2.62
2024-03-06,2024-04-02,google,1908,1372,71.91,0.7
2024-03-07,2024-04-03,email,1576,1227,77.86,2.6
2024-03-07,2024-04-03,google,1912,1372,71.76,0.71
2024-03-08,2024-04-04,email,1590,1234,77.61,2.59
2024-03-08,2024-04-04,google,1936,1389,71.75,0.67
2024-03-09,2024-04-05,email,1594,1243,77.98,2.57
2024-03-09,2024-04-05,google,1943,1398,71.95,0.66
2024-03-10,2024-04-06,email,1596,1247,78.13,2.56
2024-03-10,2024-04-06,google,1916,1384,72.23,0.67
2024-03-11,2024-04-07,email,1616,1258,77.85,2.54
2024-03-11,2024-04-07,google,1928,1395,72.35,0.68
2024-03-12,2024-04-08,email,1644,1279,77.8,2.51
2024-03-12,2024-04-08,google,1943,1404,72.26,0.68
2024-03-13,2024-04-09,email,1636,1275,77.93,2.54
2024-03-13,2024-04-09,google,1929,1396,72.37,0.68
2024-03-14,2024-04-10,email,1663,1293,77.75,2.51
2024-03-14,2024-04-10,google,1917,1385,72.25,0.84
2024-03-15,2024-04-11,email,1662,1295,77.92,2.51
2024-03-15,2024-04-11,google,1933,1395,72.17,0.67
2024-03-16,2024-04-12,email,1681,1298,77.22,2.49
2024-03-16,2024-04-12,google,1927,1377,71.46,1.33
2024-03-17,2024-04-13,email,1677,1299,77.46,2.53
2024-03-17,2024-04-13,google,1923,1366,71.03,1.3
2024-03-18,2024-04-14,email,1673,1297,77.53,2.16
2024-03-18,2024-04-14,google,1930,1374,71.19,1.3
2024-03-19,2024-04-15,email,1665,1289,77.42,3.9
2024-03-19,2024-04-15,google,1919,1374,71.6,1.15
2024-03-20,2024-04-16,email,1642,1272,77.47,3.95
2024-03-20,2024-04-16,google,1912,1373,71.81,1.35
2024-03-21,2024-04-17,email,1650,1282,77.7,4.04
2024-03-21,2024-04-17,google,1910,1369,71.68,1.36
2024-03-22,2024-04-18,email,1670,1295,77.54,4.04
2024-03-22,2024-04-18,google,1901,1362,71.65,1.37
2024-03-23,2024-04-19,email,1669,1298,77.77,4.01
2024-03-23,2024-04-19,google,1888,1363,72.19,1.37
2024-03-24,2024-04-20,email,1687,1307,77.47,4.0
2024-03-24,2024-04-20,google,1871,1366,73.01,4.88
2024-03-25,2024-04-21,email,1707,1329,77.86,3.91
2024-03-25,2024-04-21,google,1870,1359,72.67,4.89
2024-03-26,2024-04-22,email,1728,1348,78.01,3.87
2024-03-26,2024-04-22,google,1883,1368,72.65,4.91
2024-03-27,2024-04-23,email,1749,1369,78.27,3.81
2024-03-27,2024-04-23,google,1890,1376,72.8,4.88
2024-03-28,2024-04-24,email,1762,1382,78.43,4.41
2024-03-28,2024-04-24,google,1893,1388,73.32,4.85
2024-03-29,2024-04-25,email,1763,1381,78.33,5.1
2024-03-29,2024-04-25,google,1901,1388,73.01,4.85
2024-03-30,2024-04-26,email,1757,1378,78.43,5.12
2024-03-30,2024-04-26,google,1888,1378,72.99,4.89
2024-03-31,2024-04-27,email,1760,1384,78.64,3.66
2024-03-31,2024-04-27,google,1896,1373,72.42,4.9
2024-04-01,2024-04-28,email,1774,1395,78.64,4.41
2024-04-01,2024-04-28,google,1916,1390,72.55,4.84
2024-04-02,2024-04-29,email,1795,1410,78.55,4.37
2024-04-02,2024-04-29,google,1944,1414,72.74,6.58
2024-04-03,2024-04-30,email,1859,1440,77.46,4.27
2024-04-03,2024-04-30,google,1986,1435,72.26,6.5
2024-04-04,2024-05-01,email,1868,1450,77.62,4.27
2024-04-04,2024-05-01,google,2014,1452,72.1,6.43
2024-04-05,2024-05-02,email,1869,1444,77.26,4.29
2024-04-05,2024-05-02,google,2015,1450,71.96,6.43
2024-04-06,2024-05-03,email,1855,1428,76.98,5.22
2024-04-06,2024-05-03,google,2026,1453,71.72,6.41
2024-04-07,2024-05-04,email,1862,1440,77.34,5.38
2024-04-07,2024-05-04,google,2044,1467,71.77,6.36
2024-04-08,2024-05-05,email,1873,1448,77.31,5.35
2024-04-08,2024-05-05,google,2056,1477,71.84,6.31
2024-04-09,2024-05-06,email,1857,1433,77.17,5.61
2024-04-09,2024-05-06,google,2040,1468,71.96,6.36
2024-04-10,2024-05-07,email,1905,1465,76.9,5.49
2024-04-10,2024-05-07,google,2093,1500,71.67,6.25
2024-04-11,2024-05-08,email,1901,1455,76.54,6.28
2024-04-11,2024-05-08,google,2110,1509,71.52,6.08
2024-04-12,2024-05-09,email,1933,1473,76.2,6.2
2024-04-12,2024-05-09,google,2118,1507,71.15,6.1
2024-04-13,2024-05-10,email,1945,1488,76.5,6.13
2024-04-13,2024-05-10,google,2113,1511,71.51,5.53
2024-04-14,2024-05-11,email,1957,1495,76.39,6.85
2024-04-14,2024-05-11,google,2135,1525,71.43,5.51
2024-04-15,2024-05-12,email,1952,1492,76.43,6.83
2024-04-15,2024-05-12,google,2136,1524,71.35,5.51
2024-04-16,2024-05-13,email,1957,1493,76.29,5.67
2024-04-16,2024-05-13,google,2124,1512,71.19,5.61
2024-04-17,2024-05-14,email,1979,1508,76.2,5.61
2024-04-17,2024-05-14,google,2124,1505,70.86,5.46
2024-04-18,2024-05-15,email,1984,1509,76.06,5.52
2024-04-18,2024-05-15,google,2128,1509,70.91,5.43
2024-04-19,2024-05-16,email,1981,1494,75.42,5.88
2024-04-19,2024-05-16,google,2146,1511,70.41,5.42
2024-04-20,2024-05-17,email,1987,1498,75.39,5.88
2024-04-20,2024-05-17,google,2163,1516,70.09,5.41
2024-04-21,2024-05-18,email,1972,1490,75.56,6.41
2024-04-21,2024-05-18,google,2183,1530,70.09,2.25
2024-04-22,2024-05-19,email,1961,1482,75.57,7.33
2024-04-22,2024-05-19,google,2186,1528,69.9,2.26
2024-04-23,2024-05-20,email,1980,1492,75.35,7.35
2024-04-23,2024-05-20,google,2192,1532,69.89,2.26
2024-04-24,2024-05-21,email,1965,1480,75.32,7.73
2024-04-24,2024-05-21,google,2192,1527,69.66,2.26
2024-04-25,2024-05-22,email,1975,1487,75.29,7.09
2024-04-25,2024-05-22,google,2206,1536,69.63,2.48
2024-04-26,2024-05-23,email,2003,1509,75.34,6.4
2024-04-26,2024-05-23,google,2220,1553,69.95,2.47
2024-04-27,2024-05-24,email,1999,1506,75.34,6.4
2024-04-27,2024-05-24,google,2230,1567,70.27,2.42
2024-04-28,2024-05-25,email,2003,1506,75.19,6.4
2024-04-28,2024-05-25,google,2242,1575,70.25,2.41
2024-04-29,2024-05-26,email,2017,1515,75.11,5.68
2024-04-29,2024-05-26,google,2244,1575,70.19,2.41
2024-04-30,2024-05-27,email,2031,1536,75.63,5.7
2024-04-30,2024-05-27,google,2233,1561,69.91,0.79
2024-05-01,2024-05-28,email,1981,1513,76.38,6.48
2024-05-01,2024-05-28,google,2192,1544,70.44,0.78
2024-05-02,2024-05-29,email,1966,1499,76.25,7.64
2024-05-02,2024-05-29,google,2165,1523,70.35,0.78
2024-05-03,2024-05-30,email,1950,1490,76.41,7.66
2024-05-03,2024-05-30,google,2132,1503,70.5,0.79
2024-05-04,2024-05-31,email,1961,1499,76.44,6.84
2024-05-04,2024-05-31,google,2124,1501,70.67,0.8
2024-05-05,2024-06-01,email,1950,1477,75.74,6.87
2024-05-05,2024-06-01,google,2114,1494,70.67,0.83
2024-05-06,2024-06-02,email,1934,1461,75.54,6.92
2024-05-06,2024-06-02,google,2114,1489,70.44,1.29
2024-05-07,2024-06-03,email,1942,1464,75.39,6.69
2024-05-07,2024-06-03,google,2111,1486,70.39,1.31
2024-05-08,2024-06-04,email,1921,1454,75.69,6.68
2024-05-08,2024-06-04,google,2055,1455,70.8,1.32
2024-05-09,2024-06-05,email,1926,1459,75.75,6.6
2024-05-09,2024-06-05,google,2060,1449,70.34,1.49
2024-05-10,2024-06-06,email,1935,1475,76.23,6.56
2024-05-10,2024-06-06,google,2042,1428,69.93,3.41
2024-05-11,2024-06-07,email,1961,1487,75.83,6.55
2024-05-11,2024-06-07,google,2055,1415,68.86,3.38
2024-05-12,2024-06-08,email,1967,1489,75.7,5.82
2024-05-12,2024-06-08,google,2034,1381,67.9,3.42
2024-05-13,2024-06-09,email,2025,1539,76.0,6.75
2024-05-13,2024-06-09,google,2058,1374,66.76,11.38
2024-05-14,2024-06-10,email,2066,1569,75.94,6.37
2024-05-14,2024-06-10,google,2047,1356,66.24,11.3
2024-05-15,2024-06-11,email,2089,1584,75.83,6.31
2024-05-15,2024-06-11,google,2032,1331,65.5,11.35
2024-05-16,2024-06-12,email,2098,1585,75.55,6.29
2024-05-16,2024-06-12,google,2009,1291,64.26,11.65
2024-05-17,2024-06-13,email,2136,1630,76.31,5.87
2024-05-17,2024-06-13,google,2066,1281,62.0,11.48
2024-05-18,2024-06-14,email,2163,1652,76.38,5.83
2024-05-18,2024-06-14,google,2083,1267,60.83,11.64
2024-05-19,2024-06-15,email,2201,1688,76.69,5.29
2024-05-19,2024-06-15,google,2076,1242,59.83,11.65
2024-05-20,2024-06-16,email,2254,1727,76.62,4.92
2024-05-20,2024-06-16,google,2095,1244,59.38,13.69
2024-05-21,2024-06-17,email,2272,1748,76.94,4.79
2024-05-21,2024-06-17,google,2093,1220,58.29,13.61
2024-05-22,2024-06-18,email,2313,1776,76.78,4.41
2024-05-22,2024-06-18,google,2099,1198,57.07,13.61
2024-05-23,2024-06-19,email,2323,1788,76.97,4.38
2024-05-23,2024-06-19,google,2097,1166,55.6,13.45
2024-05-24,2024-06-20,email,2348,1806,76.92,4.32
2024-05-24,2024-06-20,google,2110,1153,54.64,13.4
2024-05-25,2024-06-21,email,2411,1858,77.06,4.21
2024-05-25,2024-06-21,google,2126,1136,53.43,14.25
2024-05-26,2024-06-22,email,2474,1902,76.88,4.12
2024-05-26,2024-06-22,google,2151,1138,52.91,13.93
2024-05-27,2024-06-23,email,2523,1941,76.93,4.05
2024-05-27,2024-06-23,google,2165,1122,51.82,13.79
2024-05-28,2024-06-24,email,2564,1969,76.79,3.91
2024-05-28,2024-06-24,google,2167,1108,51.13,13.69
2024-05-29,2024-06-25,email,2583,1991,77.08,3.31
2024-05-29,2024-06-25,google,2164,1088,50.28,13.68
2024-05-30,2024-06-26,email,2633,2025,76.91,2.38
2024-05-30,2024-06-26,google,2189,1081,49.38,13.57
2024-05-31,2024-06-27,email,2682,2063,76.92,2.33
2024-05-31,2024-06-27,google,2218,1079,48.65,13.74
2024-06-01,2024-06-28,email,2712,2090,77.06,2.31
2024-06-01,2024-06-28,google,2213,1053,47.58,13.79
2024-06-02,2024-06-29,email,2745,2127,77.49,2.17
2024-06-02,2024-06-29,google,2237,1043,46.62,13.68
2024-06-03,2024-06-30,email,2799,2175,77.71,2.29
2024-06-03,2024-06-30,google,2236,1026,45.89,13.66
2024-06-04,2024-07-01,email,2842,2217,78.01,2.78
2024-06-04,2024-07-01,google,2262,1020,45.09,15.14
2024-06-05,2024-07-02,email,2864,2235,78.04,2.77
2024-06-05,2024-07-02,google,2279,1014,44.49,14.91
2024-06-06,2024-07-03,email,2880,2258,78.4,2.34
2024-06-06,2024-07-03,google,2255,994,44.08,14.82
2024-06-07,2024-07-04,email,2887,2266,78.49,2.36
2024-06-07,2024-07-04,google,2271,1000,44.03,13.17
2024-06-08,2024-07-05,email,2879,2273,78.95,2.35
2024-06-08,2024-07-05,google,2256,998,44.24,13.21
2024-06-09,2024-07-06,email,2883,2281,79.12,2.32
2024-06-09,2024-07-06,google,2254,1001,44.41,13.15
2024-06-10,2024-07-07,email,2862,2259,78.93,1.58
2024-06-10,2024-07-07,google,2238,988,44.15,6.57
2024-06-11,2024-07-08,email,2840,2251,79.26,1.58
2024-06-11,2024-07-08,google,2237,990,44.26,6.56
2024-06-12,2024-07-09,email,2839,2254,79.39,1.57
2024-06-12,2024-07-09,google,2243,990,44.14,6.57
2024-06-13,2024-07-10,email,2863,2283,79.74,2.0
2024-06-13,2024-07-10,google,2250,1009,44.84,8.01
2024-06-14,2024-07-11,email,2849,2274,79.82,2.35
2024-06-14,2024-07-11,google,2192,1007,45.94,8.3
2024-06-15,2024-07-12,email,2853,2284,80.06,2.33
2024-06-15,2024-07-12,google,2185,1017,46.54,10.86
2024-06-16,2024-07-13,email,2833,2269,80.09,2.34
2024-06-16,2024-07-13,google,2173,1008,46.39,10.99
2024-06-17,2024-07-14,email,2807,2258,80.44,2.06
2024-06-17,2024-07-14,google,2144,998,46.55,9.13
2024-06-18,2024-07-15,email,2780,2234,80.36,2.09
2024-06-18,2024-07-15,google,2106,985,46.77,14.08
2024-06-19,2024-07-16,email,2723,2185,80.24,2.61
2024-06-19,2024-07-16,google,2072,988,47.68,14.24
2024-06-20,2024-07-17,email,2700,2157,79.89,2.79
2024-06-20,2024-07-17,google,2055,1003,48.81,14.28
2024-06-21,2024-07-18,email,2677,2135,79.75,2.81
2024-06-21,2024-07-18,google,2033,1001,49.24,14.46
2024-06-22,2024-07-19,email,2642,2091,79.14,3.45
2024-06-22,2024-07-19,google,2015,1014,50.32,13.74
2024-06-23,2024-07-20,email,2577,2043,79.28,3.52
2024-06-23,2024-07-20,google,1979,1020,51.54,13.97
2024-06-24,2024-07-21,email,2522,1993,79.02,5.28
2024-06-24,2024-07-21,google,1972,1041,52.79,14.01
2024-06-25,2024-07-22,email,2460,1933,78.58,5.42
2024-06-25,2024-07-22,google,1963,1056,53.8,14.09
2024-06-26,2024-07-23,email,2422,1896,78.28,5.53
2024-06-26,2024-07-23,google,1965,1076,54.76,14.12
2024-06-27,2024-07-24,email,2371,1864,78.62,5.63
2024-06-27,2024-07-24,google,1952,1095,56.1,14.17
2024-06-28,2024-07-25,email,2322,1818,78.29,5.79
2024-06-28,2024-07-25,google,1933,1101,56.96,13.95
2024-06-29,2024-07-26,email,2279,1781,78.15,5.91
2024-06-29,2024-07-26,google,1925,1112,57.77,14.02
2024-06-30,2024-07-27,email,2229,1737,77.93,6.04
2024-06-30,2024-07-27,google,1895,1111,58.63,14.19
2024-07-01,2024-07-28,email,2180,1695,77.75,5.98
2024-07-01,2024-07-28,google,1891,1130,59.76,13.82
2024-07-02,2024-07-29,email,2122,1642,77.38,5.48
2024-07-02,2024-07-29,google,1862,1128,60.58,12.15
2024-07-03,2024-07-30,email,2066,1597,77.3,5.66
2024-07-03,2024-07-30,google,1858,1133,60.98,12.36
2024-07-04,2024-07-31,email,2035,1570,77.15,5.75
2024-07-04,2024-07-31,google,1855,1146,61.78,12.29
2024-07-05,2024-08-01,email,2003,1531,76.44,5.88
2024-07-05,2024-08-01,google,1850,1159,62.65,12.38
2024-07-06,2024-08-02,email,1947,1483,76.17,6.07
2024-07-06,2024-08-02,google,1870,1186,63.42,12.28
2024-07-07,2024-08-03,email,1933,1473,76.2,6.16
2024-07-07,2024-08-03,google,1890,1212,64.13,12.18
2024-07-08,2024-08-04,email,1892,1437,75.95,6.31
2024-07-08,2024-08-04,google,1866,1216,65.17,12.38
2024-07-09,2024-08-05,email,1857,1405,75.66,6.45
2024-07-09,2024-08-05,google,1862,1221,65.57,12.57
2024-07-10,2024-08-06,email,1809,1366,75.51,6.62
2024-07-10,2024-08-06,google,1850,1237,66.86,12.6
2024-07-11,2024-08-07,email,1754,1319,75.2,6.07
2024-07-11,2024-08-07,google,1851,1244,67.21,10.68
2024-07-12,2024-08-08,email,1717,1292,75.25,5.52
2024-07-12,2024-08-08,google,1828,1251,68.44,10.48
2024-07-13,2024-08-09,email,1662,1239,74.55,5.75
2024-07-13,2024-08-09,google,1804,1253,69.46,6.87
2024-07-14,2024-08-10,email,1640,1215,74.09,5.87
2024-07-14,2024-08-10,google,1821,1277,70.13,6.78
2024-07-15,2024-08-11,email,1601,1170,73.08,5.98
2024-07-15,2024-08-11,google,1814,1279,70.51,6.87
2024-07-16,2024-08-12,email,1574,1145,72.74,6.08
2024-07-16,2024-08-12,google,1841,1308,71.05,0.48
2024-07-17,2024-08-13,email,1607,1178,73.3,5.01
2024-07-17,2024-08-13,google,1898,1355,71.39,0.46
2024-07-18,2024-08-14,email,1616,1192,73.76,4.72
2024-07-18,2024-08-14,google,1931,1378,71.36,0.47
2024-07-19,2024-08-15,email,1609,1188,73.83,4.75
2024-07-19,2024-08-15,google,1976,1420,71.86,0.45
2024-07-20,2024-08-16,email,1594,1192,74.78,3.69
2024-07-20,2024-08-16,google,1975,1417,71.75,0.44
2024-07-21,2024-08-17,email,1572,1183,75.25,4.21
2024-07-21,2024-08-17,google,1993,1434,71.95,0.44
2024-07-22,2024-08-18,email,1584,1197,75.57,1.18
2024-07-22,2024-08-18,google,2015,1452,72.06,0.43
2024-07-23,2024-08-19,email,1598,1216,76.1,1.22
2024-07-23,2024-08-19,google,2042,1472,72.09,0.4
2024-07-24,2024-08-20,email,1614,1233,76.39,1.28
2024-07-24,2024-08-20,google,2071,1497,72.28,2.17
2024-07-25,2024-08-21,email,1635,1254,76.7,1.26
2024-07-25,2024-08-21,google,2116,1531,72.35,2.89
2024-07-26,2024-08-22,email,1650,1271,77.03,1.19
2024-07-26,2024-08-22,google,2159,1567,72.58,2.85
2024-07-27,2024-08-23,email,1653,1273,77.01,1.19
2024-07-27,2024-08-23,google,2183,1591,72.88,2.82
2024-07-28,2024-08-24,email,1662,1277,76.84,1.35
2024-07-28,2024-08-24,google,2213,1610,72.75,2.79
2024-07-29,2024-08-25,email,1677,1290,76.92,1.32
2024-07-29,2024-08-25,google,2248,1636,72.78,2.74
2024-07-30,2024-08-26,email,1694,1299,76.68,1.32
2024-07-30,2024-08-26,google,2286,1662,72.7,3.44
2024-07-31,2024-08-27,email,1725,1324,76.75,1.33
2024-07-31,2024-08-27,google,2327,1704,73.23,3.37
2024-08-01,2024-08-28,email,1734,1331,76.76,1.3
2024-08-01,2024-08-28,google,2390,1754,73.39,3.26
2024-08-02,2024-08-29,email,1741,1343,77.14,1.38
2024-08-02,2024-08-29,google,2403,1768,73.57,3.23
2024-08-03,2024-08-30,email,1756,1356,77.22,1.37
2024-08-03,2024-08-30,google,2412,1778,73.71,3.21
2024-08-04,2024-08-31,email,1750,1350,77.14,1.34
2024-08-04,2024-08-31,google,2418,1789,73.99,3.19
2024-08-05,2024-09-01,email,1749,1350,77.19,1.75
2024-08-05,2024-09-01,google,2447,1820,74.38,3.13
2024-08-06,2024-09-02,email,1756,1356,77.22,1.74
2024-08-06,2024-09-02,google,2477,1844,74.44,3.09
2024-08-07,2024-09-03,email,1787,1374,76.89,1.73
2024-08-07,2024-09-03,google,2531,1886,74.52,3.04
2024-08-08,2024-09-04,email,1818,1402,77.12,1.77
2024-08-08,2024-09-04,google,2581,1928,74.7,3.0
2024-08-09,2024-09-05,email,1836,1406,76.58,1.77
2024-08-09,2024-09-05,google,2612,1954,74.81,2.95
2024-08-10,2024-09-06,email,1885,1445,76.66,1.86
2024-08-10,2024-09-06,google,2652,1982,74.74,2.91
2024-08-11,2024-09-07,email,1907,1466,76.87,1.81
2024-08-11,2024-09-07,google,2673,2003,74.93,2.88
2024-08-12,2024-09-08,email,1937,1494,77.13,1.8
2024-08-12,2024-09-08,google,2736,2057,75.18,2.81
2024-08-13,2024-09-09,email,1938,1490,76.88,1.81
2024-08-13,2024-09-09,google,2752,2073,75.33,2.79
2024-08-14,2024-09-10,email,1923,1479,76.91,1.84
2024-08-14,2024-09-10,google,2757,2077,75.34,2.82
2024-08-15,2024-09-11,email,1916,1475,76.98,1.83
2024-08-15,2024-09-11,google,2764,2084,75.4,2.83
2024-08-16,2024-09-12,email,1923,1488,77.38,1.8
2024-08-16,2024-09-12,google,2763,2091,75.68,2.82
2024-08-17,2024-09-13,email,1945,1503,77.28,1.8
2024-08-17,2024-09-13,google,2798,2122,75.84,2.83
2024-08-18,2024-09-14,email,1974,1528,77.41,1.44
2024-08-18,2024-09-14,google,2826,2144,75.87,2.8
2024-08-19,2024-09-15,email,1994,1552,77.83,2.01
2024-08-19,2024-09-15,google,2825,2148,76.04,2.8
2024-08-20,2024-09-16,email,1994,1547,77.58,2.02
2024-08-20,2024-09-16,google,2835,2162,76.26,2.78
2024-08-21,2024-09-17,email,1997,1550,77.62,1.96
2024-08-21,2024-09-17,google,2860,2182,76.29,1.53
2024-08-22,2024-09-18,email,2015,1561,77.47,5.0
2024-08-22,2024-09-18,google,2852,2180,76.44,0.96
2024-08-23,2024-09-19,email,2042,1577,77.23,4.95
2024-08-23,2024-09-19,google,2888,2217,76.77,0.92
2024-08-24,2024-09-20,email,2073,1607,77.52,4.86
2024-08-24,2024-09-20,google,2916,2242,76.89,0.91
2024-08-25,2024-09-21,email,2109,1639,77.71,4.72
2024-08-25,2024-09-21,google,2928,2259,77.15,1.25
2024-08-26,2024-09-22,email,2132,1661,77.91,4.67
2024-08-26,2024-09-22,google,2925,2262,77.33,1.24
2024-08-27,2024-09-23,email,2173,1707,78.55,4.55
2024-08-27,2024-09-23,google,2949,2303,78.09,0.68
2024-08-28,2024-09-24,email,2189,1717,78.44,4.53
2024-08-28,2024-09-24,google,2955,2305,78.0,0.66
2024-08-29,2024-09-25,email,2212,1734,78.39,4.49
2024-08-29,2024-09-25,google,2962,2312,78.06,1.99
2024-08-30,2024-09-26,email,2231,1751,78.48,4.39
2024-08-30,2024-09-26,google,2978,2328,78.17,1.98
2024-08-31,2024-09-27,email,2265,1780,78.59,6.95
2024-08-31,2024-09-27,google,3001,2353,78.41,2.45
2024-09-01,2024-09-28,email,2296,1796,78.22,6.9
2024-09-01,2024-09-28,google,3026,2376,78.52,2.43
2024-09-02,2024-09-29,email,2335,1836,78.63,6.79
2024-09-02,2024-09-29,google,3064,2404,78.46,2.51
2024-09-03,2024-09-30,email,2381,1865,78.33,7.16
2024-09-03,2024-09-30,google,3129,2468,78.88,2.46
2024-09-04,2024-10-01,email,2404,1884,78.37,7.1
2024-09-04,2024-10-01,google,3130,2471,78.95,2.45
2024-09-05,2024-10-02,email,2413,1892,78.41,7.05
2024-09-05,2024-10-02,google,3139,2483,79.1,2.42
2024-09-06,2024-10-03,email,2434,1919,78.84,6.95
2024-09-06,2024-10-03,google,3168,2504,79.04,2.4
2024-09-07,2024-10-04,email,2434,1924,79.05,6.84
2024-09-07,2024-10-04,google,3191,2526,79.16,2.38
2024-09-08,2024-10-05,email,2467,1955,79.25,7.04
2024-09-08,2024-10-05,google,3206,2542,79.29,2.36
2024-09-09,2024-10-06,email,2466,1958,79.4,7.05
2024-09-09,2024-10-06,google,3234,2564,79.28,2.35
2024-09-10,2024-10-07,email,2499,1994,79.79,6.93
2024-09-10,2024-10-07,google,3264,2581,79.07,2.34
2024-09-11,2024-10-08,email,2559,2039,79.68,6.8
2024-09-11,2024-10-08,google,3302,2613,79.13,2.3
2024-09-12,2024-10-09,email,2612,2088,79.94,7.01
2024-09-12,2024-10-09,google,3363,2668,79.33,2.24
2024-09-13,2024-10-10,email,2651,2118,79.89,7.2
2024-09-13,2024-10-10,google,3416,2711,79.36,2.21
2024-09-14,2024-10-11,email,2668,2132,79.91,7.18
2024-09-14,2024-10-11,google,3457,2746,79.43,2.16
2024-09-15,2024-10-12,email,2688,2144,79.76,7.14
2024-09-15,2024-10-12,google,3457,2750,79.55,2.16
2024-09-16,2024-10-13,email,2663,2113,79.35,6.79
2024-09-16,2024-10-13,google,3416,2712,79.39,2.19
2024-09-17,2024-10-14,email,2656,2107,79.33,6.78
2024-09-17,2024-10-14,google,3395,2695,79.38,2.2
2024-09-18,2024-10-15,email,2703,2143,79.28,6.67
2024-09-18,2024-10-15,google,3438,2738,79.64,2.19
2024-09-19,2024-10-16,email,2719,2161,79.48,4.23
2024-09-19,2024-10-16,google,3458,2758,79.76,2.18
2024-09-20,2024-10-17,email,2712,2154,79.42,4.24
2024-09-20,2024-10-17,google,3458,2751,79.55,2.2
2024-09-21,2024-10-18,email,2729,2168,79.44,4.22
2024-09-21,2024-10-18,google,3471,2762,79.57,2.21
2024-09-22,2024-10-19,email,2725,2165,79.45,4.23
2024-09-22,2024-10-19,google,3497,2786,79.67,1.91
2024-09-23,2024-10-20,email,2747,2185,79.54,4.19
2024-09-23,2024-10-20,google,3537,2819,79.7,1.89
2024-09-24,2024-10-21,email,2745,2189,79.74,4.27
2024-09-24,2024-10-21,google,3544,2817,79.49,1.95
2024-09-25,2024-10-22,email,2749,2207,80.28,4.25
2024-09-25,2024-10-22,google,3558,2831,79.57,1.97
2024-09-26,2024-10-23,email,2755,2211,80.25,4.42
2024-09-26,2024-10-23,google,3571,2841,79.56,0.89
2024-09-27,2024-10-24,email,2749,2212,80.47,4.42
2024-09-27,2024-10-24,google,3580,2845,79.47,0.9
2024-09-28,2024-10-25,email,2737,2200,80.38,2.66
2024-09-28,2024-10-25,google,3569,2836,79.46,0.5
2024-09-29,2024-10-26,email,2726,2194,80.48,2.66
2024-09-29,2024-10-26,google,3575,2837,79.36,0.52
2024-09-30,2024-10-27,email,2714,2171,79.99,2.56
2024-09-30,2024-10-27,google,3567,2823,79.14,0.42
2024-10-01,2024-10-28,email,2710,2173,80.18,2.15
2024-10-01,2024-10-28,google,3549,2794,78.73,0.45
2024-10-02,2024-10-29,email,2700,2175,80.56,2.14
2024-10-02,2024-10-29,google,3573,2812,78.7,0.45
2024-10-03,2024-10-30,email,2700,2172,80.44,2.14
2024-10-03,2024-10-30,google,3594,2827,78.66,0.45
